processed_row_index,normalized_disease,source_file,source_csv_row_number
14325,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14537
14326,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14538
14327,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14539
14328,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14540
14329,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14541
14330,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14542
14331,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14543
14332,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14544
14333,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14545
14334,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14546
14335,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14547
14336,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14548
14337,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14549
14338,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14550
14339,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14551
14340,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14552
14341,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14553
14342,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14554
14343,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14555
14344,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14556
14345,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14557
14346,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14558
14347,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14559
14348,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14560
14349,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14561
14350,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14562
14351,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14563
14352,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14564
14353,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14565
14354,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14566
14355,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14567
14356,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14568
14357,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14569
14358,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14570
14359,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14571
14360,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14572
14361,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14573
14362,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14574
14363,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14575
14364,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14576
14365,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14577
14366,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14578
14367,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14579
14368,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14580
14369,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14581
14370,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14582
14371,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14583
14372,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14584
14373,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14585
14374,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14586
14375,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14587
14376,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14588
14377,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14589
14378,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14590
14379,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14591
14380,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14592
14381,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14593
14382,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14594
14383,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14595
14384,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14596
14385,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14597
14386,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14598
14387,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14599
14388,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14600
14389,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14601
14390,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14602
14391,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14603
14392,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14604
14393,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14605
14394,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14606
14395,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14607
14396,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14608
14397,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14609
14398,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14610
14399,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14611
14400,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14612
14401,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14613
14402,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14614
14403,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14615
14404,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14616
14405,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14617
14406,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14618
14407,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14619
14408,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14620
14409,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14621
14410,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14622
14411,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14623
14412,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14624
14413,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14625
14414,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14626
14415,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14627
14416,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14628
14417,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14629
14418,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14630
14419,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14631
14420,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14632
14421,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14633
14422,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14634
14423,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14635
14424,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14636
14425,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14637
14426,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14638
14427,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14639
14428,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14640
14429,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14641
14430,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14642
14431,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14643
14432,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14644
14433,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14645
14434,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14646
14435,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14647
14436,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14648
14437,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14649
14438,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14650
14439,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14651
14440,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14652
14441,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14653
14442,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14654
14443,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14655
14444,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14656
14445,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14657
14446,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14658
14447,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14659
14448,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14660
14449,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14661
14450,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14662
14451,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14663
14452,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14664
14453,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14665
14454,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14666
14455,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14667
14456,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14668
14457,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14669
14458,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14670
14459,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14671
14460,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14672
14461,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14673
14462,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14674
14463,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14675
14464,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14676
14465,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14677
14466,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14678
14467,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14679
14468,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14680
14469,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14681
14470,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14682
14471,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14683
14472,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14684
14473,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14685
14474,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14686
14475,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14687
14476,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14688
14477,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14689
14478,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14690
14479,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14691
14480,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14692
14481,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14693
14482,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14694
14483,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14695
14484,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14696
14485,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14697
14486,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14698
14487,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14699
14488,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14700
14489,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14701
14490,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14702
14491,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14703
14492,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14704
14493,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14705
14494,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14706
14495,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14707
14496,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14708
14497,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14709
14498,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14710
14499,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14711
14500,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14712
14501,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14713
14502,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14714
14503,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14715
14504,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14716
14505,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14717
14506,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14718
14507,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14719
14508,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14720
14509,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14721
14510,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14722
14511,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14723
14512,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14724
14513,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14725
14514,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14726
14515,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14727
14516,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14728
14517,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14729
14518,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14730
14519,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14731
14520,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14732
14521,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14733
14522,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14734
14523,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14735
14524,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14736
14525,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14737
14526,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14738
14527,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14739
14528,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14740
14529,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14741
14530,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14742
14531,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14743
14532,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14744
14533,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14745
14534,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14746
14535,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14747
14536,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14748
14537,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14749
14538,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14750
14539,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14751
14540,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14752
14541,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14753
14542,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14754
14543,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14755
14544,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14756
14545,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14757
14546,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14758
14547,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14759
14548,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14760
14549,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14761
14550,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14762
14551,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14763
14552,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14764
14553,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14765
14554,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14766
14555,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14767
14556,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14768
14557,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14769
14558,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14770
14559,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14771
14560,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14772
14561,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14773
14562,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14774
14563,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14775
14564,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14776
14565,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14777
14566,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14778
14567,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14779
14568,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14780
14569,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14781
14570,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14782
14571,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14783
14572,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14784
14573,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14785
14574,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14786
14575,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14787
14576,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14788
14577,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14789
14578,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14790
14579,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14791
14580,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14792
14581,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14793
14582,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14794
14583,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14795
14584,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14796
14585,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14797
14586,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14798
14587,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14799
14588,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14800
14589,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14801
14590,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14802
14591,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14803
14592,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14804
14593,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14805
14594,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14806
14595,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14807
14596,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14808
14597,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14809
14598,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14810
14599,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14811
14600,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14812
14601,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14813
14602,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14814
14603,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14815
14604,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14816
14605,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14817
14606,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14818
14607,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14819
14608,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14820
14609,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14821
14610,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14822
14611,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14823
14612,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14824
14613,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14825
14614,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14826
14615,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14827
14616,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14828
14617,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14829
14618,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14830
14619,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14831
14620,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14832
14621,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14833
14622,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14834
14623,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14835
14624,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14836
14625,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14837
14626,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14838
14627,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14839
14628,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14840
14629,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14841
14630,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14842
14631,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14843
14632,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14844
14633,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14845
14634,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14846
14635,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14847
14636,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14848
14637,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14849
14638,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14850
14639,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14851
14640,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14852
14641,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14853
14642,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14854
14643,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14855
14644,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14856
14645,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14857
14646,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14858
14647,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14859
14648,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14860
14649,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14861
14650,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14862
14651,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14863
14652,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14864
14653,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14865
14654,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14866
14655,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14867
14656,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14868
14657,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14869
14658,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14870
14659,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14871
14660,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14872
14661,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14873
14662,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14874
14663,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14875
14664,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14876
14665,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14877
14666,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14878
14667,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14879
14668,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14880
14669,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14881
14670,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14882
14671,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14883
14672,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14884
14673,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14885
14674,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14886
14675,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14887
14676,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14888
14677,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14889
14678,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14890
14679,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14891
14680,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14892
14681,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14893
14682,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14894
14683,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14895
14684,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14896
14685,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14897
14686,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14898
14687,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14899
14688,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14900
14689,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14901
14690,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14902
14691,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14903
14692,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14904
14693,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14905
14694,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14906
14695,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14907
14696,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14908
14697,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14909
14698,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14910
14699,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14911
14700,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14912
14701,complex regional pain syndrome,Diseases_and_Symptoms_dataset.csv,14913
